dates,dhaka,chittagong,comilla,mymensingh,sylhet,khulna,rajshahi,barishal,rangpur,month
2015-12-11,2396.0,691.0,555.0,411.0,239.0,778.0,644.0,132.0,393.0,12
2015-12-12,1974.875,588.0,533.0,394.0,228.0,698.0,604.0,130.0,362.0,12
2015-12-13,2298.0,674.0,546.0,422.0,238.0,766.0,644.0,138.0,381.0,12
2015-12-14,2284.0,655.0,549.0,410.0,237.0,771.0,638.0,136.0,373.0,12
2015-12-15,2400.0,705.0,536.0,418.0,237.0,770.0,664.0,130.0,385.0,12
2015-12-16,2247.0,675.0,586.0,418.0,246.0,785.0,674.0,140.0,392.0,12
2015-12-17,2303.0,582.0,554.0,398.0,246.5,728.0,615.0,126.0,375.0,12
2015-12-18,2102.0,659.0,564.0,406.0,251.0,781.0,627.0,139.0,390.0,12
2015-12-19,1937.46875,544.0,514.0,405.0,227.0,703.0,607.0,127.0,374.0,12
2015-12-20,2192.0,617.0,556.0,415.0,251.0,767.0,654.0,139.0,388.0,12
2015-12-21,2184.0,636.0,539.0,414.0,251.0,759.0,652.0,141.0,387.0,12
2015-12-22,2230.0,649.0,545.0,418.0,246.0,764.0,644.0,138.0,392.0,12
2015-12-23,2204.0,671.0,560.0,384.0,249.0,778.0,676.0,118.0,387.0,12
2015-12-24,2246.0,661.0,542.0,388.0,248.0,769.0,675.0,134.0,390.0,12
2015-12-25,2260.0,650.0,515.0,426.0,236.0,764.0,638.0,130.0,380.0,12
2015-12-26,1942.8359375,581.0,546.0,408.0,232.0,710.75,605.0,127.0,371.0,12
2015-12-27,2277.0,665.0,527.0,412.0,247.0,755.0,634.0,140.0,388.0,12
2015-12-28,2309.0,646.0,537.0,424.0,244.0,771.0,659.0,132.0,392.0,12
2015-12-29,2280.0,642.0,523.0,415.0,241.0,785.0,671.0,142.0,394.0,12
2015-12-30,2315.0,700.0,545.0,419.0,247.0,774.0,673.0,131.0,398.0,12
2015-12-31,2270.0,643.0,548.0,404.0,243.0,749.0,646.0,135.0,397.0,12
2016-01-01,2281.0,653.0,535.0,412.0,240.0,787.0,642.0,139.0,389.0,1
2016-01-02,1959.326171875,572.0,527.0,404.0,235.0,713.0,617.0,129.0,368.0,1
2016-01-03,2249.0,631.0,549.0,422.0,251.0,782.0,674.0,140.0,400.0,1
2016-01-04,2316.0,642.0,547.0,413.0,244.0,791.0,656.0,139.0,385.0,1
2016-01-05,2331.0,646.0,540.0,415.0,242.0,719.0,679.0,138.0,385.0,1
2016-01-06,2279.0,697.0,555.0,418.0,251.0,770.0,674.0,139.0,398.0,1
2016-01-07,2316.0,678.5,557.5,431.0,248.0,788.5,682.5,132.0,394.0,1
2016-01-08,2353.0,660.0,560.0,444.0,245.0,807.0,691.0,125.0,390.0,1
2016-01-09,2032.2488606770833,591.0,538.0,428.0,239.0,729.0,641.0,134.0,382.0,1
2016-01-10,2289.0,669.0,565.0,455.0,252.0,809.0,685.0,147.0,402.0,1
2016-01-11,2153.0,692.0,520.0,448.0,236.0,795.0,687.0,126.0,391.0,1
2016-01-12,2322.0,647.0,544.0,433.0,251.0,793.0,703.0,140.0,401.0,1
2016-01-13,2321.0,630.0,561.0,444.0,255.0,812.0,728.0,138.0,409.0,1
2016-01-14,2298.0,638.0,572.0,438.0,250.0,823.0,738.0,139.0,406.0,1
2016-01-15,2347.0,697.0,568.0,417.0,244.0,790.0,702.0,141.0,399.0,1
2016-01-16,2151.0187581380205,684.0,549.0,449.0,240.0,705.0,677.0,132.0,398.0,1
2016-01-17,2289.5416666666665,705.0,562.2916666666666,430.7916666666667,246.85416666666666,782.9583333333334,549.0,134.95833333333331,416.9166666666667,1
2016-01-18,2240.0,879.0,552.0,469.0,241.0,805.0,751.0,140.0,412.0,1
2016-01-19,2364.0,770.0,549.0,448.0,247.0,731.0,768.0,126.0,422.0,1
2016-01-20,2362.0,865.0,531.0,420.0,252.0,753.0,688.0,137.0,429.0,1
2016-01-21,2325.0,831.0,551.0,409.0,246.125,729.0,711.0,113.0,415.0,1
2016-01-22,2289.0,784.0,574.0,435.0,239.0,753.0,729.0,120.0,420.0,1
2016-01-23,2292.833333333333,782.9166666666666,572.8333333333334,432.8333333333333,239.58333333333331,756.1666666666666,731.5,121.16666666666669,422.3333333333333,1
2016-01-24,2296.6666666666665,781.8333333333334,571.6666666666666,430.6666666666667,240.16666666666663,759.3333333333334,734.0,122.33333333333331,424.6666666666667,1
2016-01-25,2300.5,780.75,570.5,428.5,240.75,762.5,736.5,123.5,427.0,1
2016-01-26,2304.333333333333,779.6666666666666,569.3333333333334,426.3333333333333,241.33333333333331,765.6666666666666,739.0,124.66666666666669,429.3333333333333,1
2016-01-27,2308.1666666666665,778.5833333333334,568.1666666666666,424.1666666666667,241.91666666666663,768.8333333333334,741.5,125.83333333333331,431.6666666666667,1
2016-01-28,2312.0,777.5,567.0,422.0,242.5,772.0,744.0,127.0,434.0,1
2016-01-29,2315.833333333333,776.4166666666666,565.8333333333334,419.8333333333333,243.08333333333331,775.1666666666666,746.5,128.16666666666666,436.3333333333333,1
2016-01-30,2319.6666666666665,775.3333333333334,564.6666666666666,417.6666666666667,243.66666666666663,778.3333333333334,749.0,129.33333333333334,438.6666666666667,1
2016-01-31,2323.5,774.25,563.5,415.5,244.25,781.5,751.5,130.5,441.0,1
2016-02-01,2327.333333333333,773.1666666666666,562.3333333333334,413.3333333333333,244.83333333333331,784.6666666666666,754.0,131.66666666666666,443.3333333333333,2
2016-02-02,2331.1666666666665,772.0833333333334,561.1666666666666,411.1666666666667,245.41666666666663,787.8333333333334,756.5,132.83333333333334,445.6666666666667,2
2016-02-03,2335.0,771.0,560.0,409.0,246.0,791.0,759.0,134.0,448.0,2
2016-02-04,2374.0,710.0,567.0,420.0,244.0,807.0,741.0,126.0,450.0,2
2016-02-05,2371.0,644.0,573.0,431.0,248.0,804.0,754.0,136.0,447.0,2
2016-02-06,2264.875,587.0,561.0,469.0,235.0,742.0,707.0,140.0,439.0,2
2016-02-07,2310.0,658.0,585.0,443.2916666666667,253.0,817.0,802.0,147.0,460.0,2
2016-02-08,2369.0,755.0,599.0,456.0,246.0,825.0,780.0,144.0,453.0,2
2016-02-09,2415.0,725.0,578.0,441.0,256.0,822.0,792.0,145.0,447.0,2
2016-02-10,2423.0,861.0,605.0,461.0,248.0,778.0,776.0,142.0,448.0,2
2016-02-11,2349.0,719.0,579.0,442.0,242.0,804.0,776.0,147.0,451.0,2
2016-02-12,2439.0,688.0,545.0,423.0,249.0,814.0,769.0,144.0,407.0,2
2016-02-13,2116.0,693.0,556.0,473.0,238.0,752.0,737.0,131.0,436.0,2
2016-02-14,2425.0,785.0,551.0,466.0,239.0,796.0,780.0,147.0,453.0,2
2016-02-15,2480.0,743.0,591.0,438.0,250.0,811.0,788.0,152.0,447.0,2
2016-02-16,2580.0416666666665,783.0,589.0,449.0,254.0,848.0,815.0,150.0,452.0,2
2016-02-17,2601.5,791.0,573.5,463.0,255.0,835.0,802.0,154.0,457.0,2
2016-02-18,2449.0,790.0,572.75,430.0,260.0,850.0,783.0,147.0,445.0,2
2016-02-19,2574.0,791.0,585.75,432.0,257.0,840.0,802.0,127.0,442.0,2
2016-02-20,2331.0,737.0,618.0,444.0,256.0,802.0,767.0,142.0,426.0,2
2016-02-21,2647.0,772.0,637.0,461.0,284.0,758.0,818.0,137.0,423.0,2
2016-02-22,2322.0,734.0,602.0,446.0,275.0,856.0,820.0,132.0,405.0,2
2016-02-23,2763.0,794.0,628.0,441.0,262.0,861.0,810.0,140.0,462.0,2
2016-02-24,2865.0,803.0,495.0,414.0,266.0,847.0,819.0,153.0,447.0,2
2016-02-25,2386.0,822.0,514.0,438.0,235.0,818.0,810.0,146.75,445.0,2
2016-02-26,2670.0,733.0,594.0,447.0,243.0,802.0,811.0,124.0,463.0,2
2016-02-27,2308.0,746.0,563.0,447.0,250.0,761.0,773.0,135.0,459.0,2
2016-02-28,2688.0,830.0,653.0,457.0,257.0,833.0,808.0,138.0,452.0,2
2016-02-29,2685.0,797.0,622.0,447.0,262.0,820.0,825.0,147.0,446.0,2
2016-03-01,2811.0,831.0,609.0,451.0,258.0,817.0,798.0,151.0,453.0,3
2016-03-02,2783.0,822.0,634.0,477.0,257.0,834.0,841.0,123.0,477.0,3
2016-03-03,2687.0,915.0,631.0,449.0,267.0,871.0,845.0,144.0,470.0,3
2016-03-04,2816.0,762.0,631.0,406.0,272.0,888.0,836.0,143.0,460.0,3
2016-03-05,2516.0,790.0,625.0,463.0,267.0,779.0,821.0,137.0,462.0,3
2016-03-06,2883.0,840.0,662.0,453.0,275.0,837.0,860.0,145.0,442.0,3
2016-03-07,2429.0,829.0,586.0,437.5,251.0,824.75,833.25,136.25,325.0,3
2016-03-08,2619.0,828.0,553.0,455.0,266.0,837.0,786.0,145.0,476.0,3
2016-03-09,2796.0,884.0,644.0,465.0,276.0,857.0,859.0,149.0,458.0,3
2016-03-10,3054.0,861.0,618.0,426.0,295.0,849.0,789.0,149.0,330.0,3
2016-03-11,3025.0,844.0,592.0,422.0,272.0,827.0,765.0,144.0,462.0,3
2016-03-12,2642.0,824.0,679.0,475.0,286.0,820.0,869.0,152.0,480.0,3
2016-03-13,2758.0,795.5,666.0,447.5,283.0,831.0,847.0,144.0,446.5,3
2016-03-14,2874.0,767.0,653.0,420.0,280.0,842.0,825.0,136.0,413.0,3
2016-03-15,2773.0,848.0,624.0,441.0,288.0,810.0,798.0,156.0,412.0,3
2016-03-16,3000.0,810.0,610.0,440.0,285.0,850.0,820.0,150.0,400.0,3
2016-03-17,2941.0,845.0,615.0,460.0,266.0,865.0,820.0,165.0,390.0,3
2016-03-18,2699.0,794.0,632.0,459.0,260.0,836.0,855.0,151.0,471.0,3
2016-03-19,2588.0,711.0,635.0,455.0,268.0,808.0,830.0,151.0,469.0,3
2016-03-20,2799.0,881.0,644.0,423.0,279.0,841.0,871.0,143.0,404.0,3
2016-03-21,2849.0,795.0,638.0,437.0,266.0,781.0,863.0,130.0,368.0,3
2016-03-22,2943.0,910.0,515.0,465.0,241.0,910.0,810.0,163.0,410.0,3
2016-03-23,3000.0,790.0,585.0,432.0,266.0,850.0,800.0,167.0,400.0,3
2016-03-24,2938.0,821.0,708.0,468.0,274.0,838.0,802.0,156.0,394.0,3
2016-03-25,2885.0,852.0,660.0,452.0,285.0,826.0,860.0,159.0,492.0,3
2016-03-26,2644.0,821.0,666.0,446.0,278.0,828.0,896.0,149.0,473.0,3
2016-03-27,2575.0,787.0,720.0,476.0,299.0,833.0,921.0,152.0,491.0,3
2016-03-28,2966.0,836.0,710.0,505.0,283.0,830.0,813.0,151.0,449.0,3
2016-03-29,2616.0,837.25,504.0,417.0,211.0,838.0,861.0,142.0,418.0,3
2016-03-30,2254.0,823.0,620.75,475.0,272.0,804.0,893.0,140.0,419.0,3
2016-03-31,2565.0,764.0,648.0,472.5,295.0,795.0,741.0,162.0,469.0,3
2016-04-01,2322.0,750.0,682.0,397.0,240.0,857.25,747.0,131.0,383.0,4
2016-04-02,2745.5,763.0,529.0,464.25,246.0,761.0,881.75,133.0,395.0,4
2016-04-03,2573.0,745.0,586.0,436.0,283.0,863.0,748.0,144.0,433.0,4
2016-04-04,2543.0,758.0,621.0,429.0,245.0,924.0,849.0,163.0,454.0,4
2016-04-05,2794.0,741.0,610.0,453.0,200.0,891.0,764.0,170.0,429.0,4
2016-04-06,2811.0,800.0,598.0,459.0,276.75,851.0,794.5,152.0,431.0,4
2016-04-07,3077.0,804.0,664.0,467.0,234.0,836.25,867.0,157.0,489.0,4
2016-04-08,3078.0,814.0,726.0,469.0,238.0,878.0,868.0,176.0,433.0,4
2016-04-09,2924.0,783.0,679.0,478.0,286.0,791.0,865.0,157.0,480.0,4
2016-04-10,3081.0,802.0,676.0,444.0,298.0,852.0,934.0,149.0,494.0,4
2016-04-11,3268.0,781.0,708.0,425.0,267.0,809.0,883.0,123.0,475.0,4
2016-04-12,2945.0,850.0,700.0,485.0,300.0,915.0,850.0,170.0,455.0,4
2016-04-13,3205.0,805.0,690.0,455.0,304.0,875.0,760.0,180.0,430.0,4
2016-04-14,3214.0,770.0,651.0,495.0,264.0,830.0,773.0,167.0,388.0,4
2016-04-15,2676.0,711.0,710.0,454.0,283.0,889.0,929.0,171.0,363.0,4
2016-04-16,2826.0,737.0,686.0,478.0,261.0,852.0,936.0,173.0,369.0,4
2016-04-17,3038.0,780.0,685.0,431.25,270.75,780.0,810.0,150.0,422.0,4
2016-04-18,3205.0,804.0,590.0,430.0,243.0,892.0,837.0,160.0,374.0,4
2016-04-19,2995.0,845.0,695.0,450.0,260.0,870.0,820.0,161.0,428.0,4
2016-04-20,3235.0,795.0,675.0,435.0,265.0,875.0,725.0,160.0,400.0,4
2016-04-21,3202.0,839.0,700.0,495.0,247.0,882.0,803.0,173.0,387.0,4
2016-04-22,3094.0,881.0,690.0,470.0,275.75,910.0,875.0,175.0,430.0,4
2016-04-23,2952.0,786.0,703.0,450.0,279.25,884.0,904.0,181.0,445.0,4
2016-04-24,3120.0,770.0,625.0,445.0,284.9375,865.0,845.0,163.0,420.0,4
2016-04-25,3150.0,830.0,660.0,445.0,260.0,900.0,785.0,158.0,420.0,4
2016-04-26,3000.0,860.0,675.0,442.0,300.0,890.0,825.0,175.0,400.0,4
2016-04-27,3090.0,900.0,630.0,445.0,310.0,870.0,805.0,153.0,410.0,4
2016-04-28,3020.0,876.0,658.0,410.0,324.0,890.0,828.0,164.0,407.0,4
2016-04-29,3067.0,930.0,638.0,417.0,310.0,875.0,810.0,158.0,427.0,4
2016-04-30,3115.0,900.0,640.0,440.0,316.0,910.0,760.0,156.0,400.0,4
2016-05-01,2980.0,1000.0,670.0,400.0,307.0,947.0,760.0,168.0,400.0,5
2016-05-02,2399.0,663.0,570.0,391.0,264.75,933.5,821.25,125.0,367.0,5
2016-05-03,2687.0,876.75,671.75,410.0,234.0,886.0,842.0,164.5,474.0,5
2016-05-04,2820.0,890.0,565.0,436.0,320.0,870.0,742.0,154.0,385.0,5
2016-05-05,2839.0,824.0,665.0,471.0,279.0,959.0,845.0,168.0,388.0,5
2016-05-06,2913.0,939.0,650.0,400.0,272.0,941.0,857.0,179.0,381.0,5
2016-05-07,2562.0,918.0,509.0,482.0,254.0,866.0,795.0,150.0,415.0,5
2016-05-08,2744.0,906.0,549.0,458.75,264.0,862.0,772.25,146.0,325.0,5
2016-05-09,3009.0,969.0,692.0,449.0,305.0,875.0,839.0,173.0,389.0,5
2016-05-10,2946.0,852.0,677.0,447.0,321.0,879.0,856.0,187.0,375.0,5
2016-05-11,3060.0,962.0,670.0,460.0,280.0,875.0,800.0,165.0,315.0,5
2016-05-12,3040.0,940.0,650.0,440.0,320.0,845.0,825.0,150.0,400.0,5
2016-05-13,2916.5,914.0,614.0,351.0,253.0,877.0,679.0,161.0,412.0,5
2016-05-14,2742.25,702.0,617.25,403.0,278.75,864.25,625.0,145.25,360.0,5
2016-05-15,2801.0,884.0,597.0,494.0,282.0,861.0,709.0,164.0,344.0,5
2016-05-16,2778.0,823.0,623.0,404.0,251.0,899.875,824.0,177.0,374.0,5
2016-05-17,2910.0,950.0,640.0,399.0,243.0,905.0,633.0,135.0,390.0,5
2016-05-18,3020.0,950.0,640.0,435.0,303.5,831.0,690.0,150.0,370.0,5
2016-05-19,2890.0,855.0,628.0,432.0,287.0,910.0,738.0,158.0,360.0,5
2016-05-20,2980.0,820.0,590.0,450.0,269.0,870.0,759.0,121.0,428.0,5
2016-05-21,2550.0,772.0,588.0,464.0,265.0,801.0,782.0,125.0,444.0,5
2016-05-22,2490.0,914.0,612.75,496.0,282.0,775.0,775.0,149.25,450.0,5
2016-05-23,2600.0,897.75,570.0,492.0,281.0,888.0,704.0,156.0,458.0,5
2016-05-24,2835.0,818.0,576.0,498.0,295.0,874.0,811.0,158.0,366.0,5
2016-05-25,2865.0,742.0,617.0,436.0,323.0,800.0,761.0,132.0,389.0,5
2016-05-26,2459.0,663.0,523.0,437.25,236.0,892.25,810.75,156.75,424.0,5
2016-05-27,2706.0,918.0,578.0,417.0,313.0,881.75,799.0,171.0,462.0,5
2016-05-28,2742.0,792.0,732.0,468.0,280.0,880.0,646.0,150.0,374.0,5
2016-05-29,2785.0,886.0,647.0,462.0,281.0,884.0,823.0,138.0,463.0,5
2016-05-30,2946.0,986.0,570.0,411.0,310.0,903.0,789.0,143.0,446.0,5
2016-05-31,2915.0,1010.0,644.0,403.0,304.0,765.0,761.0,126.0,456.0,5
2016-06-01,2900.0,988.0,679.0,461.0,291.0,831.0,802.0,183.0,465.0,6
2016-06-02,2904.0,1008.0,658.0,419.0,326.0,899.0,800.0,155.0,409.0,6
2016-06-03,3143.0,982.0,665.0,458.0,293.0,881.0,837.0,162.0,345.0,6
2016-06-04,3000.0,840.0,710.0,425.0,320.0,852.0,800.0,150.0,520.0,6
2016-06-05,3100.0,980.0,658.0,472.0,301.0,865.0,800.0,149.0,435.0,6
2016-06-06,3101.0,813.0,666.0,458.0,328.0,976.0,873.0,178.0,493.0,6
2016-06-07,3110.0,859.0,712.0,445.0,317.0,885.0,910.0,158.0,455.0,6
2016-06-08,2893.0,787.0,734.0,457.0,310.0,1003.0,871.0,185.0,502.0,6
2016-06-09,3215.0,773.0,715.0,458.0,311.0,915.0,880.0,164.0,450.0,6
2016-06-10,3064.0,731.0,699.0,453.0,318.0,899.0,905.0,173.0,480.0,6
2016-06-11,3089.0,757.0,704.0,429.0,340.0,935.0,891.0,151.0,417.0,6
2016-06-12,2959.0,726.0,654.0,471.0,337.0,950.0,882.0,149.0,459.0,6
2016-06-13,2714.0,741.0,707.0,461.0,325.0,885.0,804.0,139.0,468.0,6
2016-06-14,2972.0,808.0,669.0,481.0,330.0,892.0,858.0,153.0,458.0,6
2016-06-15,3165.0,811.0,628.0,453.0,327.0,922.0,886.0,175.0,408.0,6
2016-06-16,3181.0,844.0,665.0,461.0,333.0,980.0,916.0,187.0,500.0,6
2016-06-17,3291.0,815.0,707.0,422.0,329.0,960.0,817.0,180.0,501.0,6
2016-06-18,3080.0,898.0,727.0,470.0,332.0,975.0,866.0,186.0,490.0,6
2016-06-19,3162.0,915.0,704.0,460.0,351.0,975.0,896.0,151.0,478.0,6
2016-06-20,3208.0,853.0,730.0,457.0,326.0,946.0,864.0,172.0,464.0,6
2016-06-21,3190.0,870.0,693.0,410.0,339.0,970.0,883.0,169.0,492.0,6
2016-06-22,3245.0,908.0,780.0,462.0,331.0,1056.0,867.0,175.0,362.0,6
2016-06-23,3320.0,885.0,675.0,482.0,360.0,946.0,765.0,176.0,430.0,6
2016-06-24,3334.0,944.0,758.0,452.75,321.0,902.0,846.0,174.0,442.0,6
2016-06-25,3097.0,818.0,723.0,455.0,355.0,960.0,904.0,194.0,458.0,6
2016-06-26,3371.0,825.0,706.0,451.0,368.0,1007.0,877.0,165.0,480.0,6
2016-06-27,3375.0,915.0,638.0,460.0,366.0,965.0,855.0,168.0,460.0,6
2016-06-28,3250.0,942.0,710.0,455.0,330.0,980.0,925.0,175.0,460.0,6
2016-06-29,3300.0,878.0,720.0,460.0,354.0,965.0,860.0,185.0,468.0,6
2016-06-30,3354.0,875.0,753.0,449.0,345.0,983.0,887.0,193.0,502.0,6
2016-07-01,3380.0,932.0,705.0,422.0,357.0,994.0,935.0,189.0,494.0,7
2016-07-02,3057.0,886.0,747.0,462.0,361.0,986.0,920.0,178.0,468.0,7
2016-07-03,2943.0,828.0,780.0,437.0,326.0,983.0,783.0,174.0,448.0,7
2016-07-04,2796.0,809.0,716.0,475.0,338.0,906.0,829.0,160.0,442.0,7
2016-07-05,2994.0,918.0,755.0,527.0,340.0,950.0,816.0,175.0,487.0,7
2016-07-06,3054.25,917.0,729.0,508.0,333.0,914.0,754.0,167.0,479.0,7
2016-07-07,3133.5,749.0,725.0,466.75,326.0,925.0,811.0,170.0,452.0,7
2016-07-08,3166.25,930.5,698.0,514.0,294.0,910.0,799.0,176.0,470.0,7
2016-07-09,2886.75,741.0,741.0,522.0,294.0,931.0,797.0,153.0,474.0,7
2016-07-10,2994.75,851.0,746.0,505.0,328.0,917.0,817.0,177.0,458.0,7
2016-07-11,2981.0,789.0,737.0,500.0,346.0,936.0,863.0,179.0,470.0,7
2016-07-12,2553.0,930.0,734.0,504.0,346.0,962.0,829.0,181.0,504.0,7
2016-07-13,2665.0,870.0,719.0,499.0,344.0,982.0,827.0,190.0,467.0,7
2016-07-14,2831.0,928.0,657.0,478.0,338.0,989.0,854.0,165.0,430.0,7
2016-07-15,2909.0,927.0,760.0,488.0,344.0,961.0,886.0,161.0,496.0,7
2016-07-16,2740.0,857.5,741.0,510.0,353.0,955.0,868.0,178.0,498.0,7
2016-07-17,2799.0,906.0,655.0,447.0,321.0,933.0,773.0,162.0,473.0,7
2016-07-18,2840.0,941.0,725.0,506.0,312.0,938.0,823.0,177.0,494.0,7
2016-07-19,2983.0,930.0,700.0,497.0,318.0,971.0,811.0,175.0,487.0,7
2016-07-20,3007.0,1012.0,705.0,467.0,320.0,949.0,842.0,180.0,483.0,7
2016-07-21,3029.0,1035.0,705.0,458.0,343.0,945.0,850.0,165.0,435.0,7
2016-07-22,3042.0,919.0,667.0,427.0,338.0,907.0,823.0,171.0,431.0,7
2016-07-23,2653.0,930.0,708.0,451.0,310.0,913.0,824.0,157.0,468.0,7
2016-07-24,2866.0,994.0,652.0,484.0,315.0,957.0,835.0,140.0,414.0,7
2016-07-25,2913.0,974.0,706.0,452.0,334.0,914.0,812.0,188.0,494.0,7
2016-07-26,2949.0,909.0,683.0,477.0,321.0,961.0,844.0,143.0,429.0,7
2016-07-27,2956.0,920.0,685.0,452.0,332.0,887.0,852.0,175.0,437.0,7
2016-07-28,3012.0,928.0,713.0,441.0,355.0,950.0,858.0,175.0,413.0,7
2016-07-29,3050.0,947.0,741.0,441.0,334.0,975.0,884.0,183.0,389.0,7
2016-07-30,2903.0,873.0,693.0,424.0,341.0,954.0,880.0,173.0,395.0,7
2016-07-31,2779.0,990.0,727.0,453.0,334.0,929.0,850.0,165.0,380.0,7
2016-08-01,3040.0,950.0,696.75,458.0,355.0,960.0,850.0,159.0,438.0,8
2016-08-02,3132.0,890.0,683.0,456.0,325.0,1007.0,819.0,152.0,388.0,8
2016-08-03,3142.0,906.0,636.0,452.0,349.0,933.0,824.0,167.0,433.0,8
2016-08-04,3180.0,926.0,712.0,460.0,308.0,940.0,850.0,189.0,438.0,8
2016-08-05,3037.0,900.0,670.0,470.0,370.0,920.0,835.0,170.0,430.0,8
2016-08-06,2837.0,934.0,731.0,436.0,362.0,932.0,861.0,173.0,411.0,8
2016-08-07,3092.0,976.0,651.0,472.0,351.0,895.0,824.0,166.0,402.0,8
2016-08-08,3085.0,930.0,646.0,426.0,356.0,954.0,889.0,186.0,426.0,8
2016-08-09,2962.0,955.0,683.0,430.0,310.0,895.0,845.0,164.0,425.0,8
2016-08-10,3020.0,840.0,670.0,425.0,360.0,885.0,870.0,139.0,410.0,8
2016-08-11,2974.0,779.0,702.0,457.0,327.0,875.0,855.25,156.0,456.0,8
2016-08-12,3034.0,913.0,627.0,414.0,345.0,980.0,827.0,177.0,423.0,8
2016-08-13,2823.0,910.0,725.0,447.0,346.0,930.0,881.0,176.0,399.0,8
2016-08-14,2976.0,861.0,703.0,465.0,362.0,926.0,888.0,163.0,418.0,8
2016-08-15,3115.0,956.0,710.0,475.0,370.0,929.0,870.0,170.0,430.0,8
2016-08-16,2897.0,812.0,777.0,464.0,364.0,950.0,899.0,172.0,423.0,8
2016-08-17,2509.0,961.0,728.0,439.25,339.0,937.0,812.0,162.0,434.5,8
2016-08-18,3064.0,863.0,695.0,457.0,344.0,920.0,838.0,164.5,360.0,8
2016-08-19,3100.0,987.0,713.0,420.0,312.0,985.0,830.0,187.0,420.0,8
2016-08-20,2914.0,820.0,689.0,422.0,331.0,976.0,816.0,178.0,487.0,8
2016-08-21,3125.0,930.0,675.0,450.0,346.0,975.0,800.0,191.0,450.0,8
2016-08-22,3149.0,900.0,681.5,450.25,332.0,950.75,780.0,169.0,404.0,8
2016-08-23,3134.0,930.0,700.0,420.0,356.0,920.0,870.0,170.0,480.0,8
2016-08-24,3118.0,1017.0,725.0,440.0,358.0,1000.0,883.0,161.0,450.0,8
2016-08-25,3030.0,939.75,710.0,430.0,370.0,875.0,875.0,150.0,442.0,8
2016-08-26,3310.0,945.0,706.25,419.5,331.0,1040.0,871.0,195.0,452.25,8
2016-08-27,2900.0,830.0,750.0,450.0,356.0,1020.0,870.0,178.0,470.0,8
2016-08-28,3131.0,940.0,760.0,460.0,366.0,1000.0,810.0,180.0,400.0,8
2016-08-29,3172.0,1020.0,700.0,460.0,340.0,960.0,850.0,170.0,395.0,8
2016-08-30,3300.0,940.0,735.0,440.0,360.0,950.0,915.0,175.0,440.0,8
2016-08-31,3250.0,935.0,736.0,440.0,340.0,980.0,895.0,175.0,445.0,8
2016-09-01,3255.0,1037.0,696.0,451.0,345.0,990.0,851.0,163.0,437.0,9
2016-09-02,3100.0,920.0,700.0,460.0,312.0,967.0,870.0,175.0,450.0,9
2016-09-03,3040.0,960.0,647.0,390.0,320.0,980.0,855.0,167.0,440.0,9
2016-09-04,3132.0,951.0,658.5,415.0,320.0,970.0,835.5,158.5,440.0,9
2016-09-05,3224.0,942.0,670.0,440.0,320.0,960.0,816.0,150.0,440.0,9
2016-09-06,3280.0,990.0,752.0,435.0,325.0,900.0,865.0,160.0,510.0,9
2016-09-07,3330.0,985.0,746.0,430.0,300.0,895.0,865.0,160.0,510.0,9
2016-09-08,3250.0,921.6875,780.0,435.0,375.0,887.0,850.0,163.0,445.0,9
2016-09-09,3260.0,962.0,785.0,384.0,355.0,956.0,957.0,175.0,516.0,9
2016-09-10,2978.0,886.75,797.0,435.0,342.0,1000.0,950.0,191.0,455.0,9
2016-09-11,2807.0,932.0,720.0,423.0,359.0,975.0,900.0,170.0,465.0,9
2016-09-12,2488.0,951.0,754.0,448.0,349.0,950.0,802.0,178.0,436.0,9
2016-09-13,3070.75,785.0,763.0,505.0,339.0,912.0,824.0,156.0,495.0,9
2016-09-14,3131.0,902.25,729.0,448.5,340.0,911.0,835.0,157.0,481.0,9
2016-09-15,3107.25,783.0,761.0,520.0,290.0,877.0,835.0,173.0,478.0,9
2016-09-16,3102.25,894.0,778.0,507.0,335.0,912.0,842.0,164.0,495.0,9
2016-09-17,2944.75,894.0,778.0,507.0,335.0,912.0,842.0,164.0,495.0,9
2016-09-18,2477.0,902.0,774.0,457.0,348.0,968.0,795.0,176.0,463.0,9
2016-09-19,2716.0,1020.0,790.0,470.0,340.0,940.0,820.0,163.0,405.0,9
2016-09-20,2744.0,957.0,772.0,479.0,329.0,960.0,903.0,170.0,488.0,9
2016-09-21,2860.0,935.0,800.0,500.0,330.0,904.0,830.0,173.0,431.0,9
2016-09-22,2909.0,927.0,756.0,506.0,339.0,1003.0,814.0,169.0,425.0,9
2016-09-23,3000.0,884.0,762.0,478.0,339.0,950.0,850.0,176.0,448.0,9
2016-09-24,2814.0,863.0,752.0,510.0,335.0,944.0,821.0,187.0,456.0,9
2016-09-25,3191.0,881.0,817.0,410.0,349.0,932.0,747.0,197.0,380.0,9
2016-09-26,3191.0,881.0,817.0,410.0,349.0,932.0,747.0,197.0,380.0,9
2016-09-27,2959.0,1029.0,762.0,436.0,342.0,993.0,848.0,181.0,499.0,9
2016-09-28,3084.0,918.0625,761.0,424.0,358.0,912.0,896.0,179.0,490.0,9
2016-09-29,3015.0,940.0,752.0,448.0,343.0,944.0,889.0,172.0,460.0,9
2016-09-30,3049.0,954.0,782.0,430.0,371.0,952.0,876.0,171.0,480.0,9
2016-10-01,2947.0,870.0,798.0,453.0,373.0,963.0,901.0,172.0,488.0,10
