dates,dhaka,chittagong,comilla,mymensingh,sylhet,khulna,rajshahi,barishal,rangpur,month
2018-07-20,4141.0,1071.0,894.0,701.0,493.0,1238.0,1103.0,282.0,585.0,7
2018-07-21,3660.0,958.0,934.0,616.0,450.0,1291.0,1175.0,261.0,440.0,7
2018-07-22,3892.0,962.0,920.0,685.0,445.0,1236.0,1049.0,257.0,614.0,7
2018-07-23,3886.0,1003.0,1000.0,760.0,436.0,1269.0,1016.0,283.0,600.0,7
2018-07-24,3725.0,1015.0,927.0,709.0,416.0,1204.0,934.0,272.0,477.0,7
2018-07-25,3689.0,969.0,923.0,675.0,423.0,1232.0,902.0,266.0,499.0,7
2018-07-26,3763.0,1076.0,950.0,745.0,418.0,1235.0,929.0,245.0,504.0,7
2018-07-27,3691.0,952.0,923.0,709.0,439.0,1219.0,957.0,268.75,532.0,7
2018-07-28,3687.5,959.0,922.5,736.5,436.0,1253.5,963.0,240.5,541.0,7
2018-07-29,3684.0,966.0,922.0,764.0,433.0,1288.0,969.0,265.0,550.0,7
2018-07-30,3808.0,1058.0,946.0,770.0,443.0,1297.0,941.0,272.0,552.0,7
2018-07-31,3849.0,997.0,935.0,694.0,406.0,1274.0,950.0,217.0,517.0,7
2018-08-01,3935.0,995.0,951.0,735.0,408.0,1263.0,1005.0,272.0,558.0,8
2018-08-02,3757.0,947.0,916.0,715.0,414.0,1199.0,911.0,229.0,521.0,8
2018-08-03,3700.0,967.0,877.0,709.0,398.0,1232.0,971.0,242.0,517.0,8
2018-08-04,3421.0,985.0,872.0,683.0,395.0,1137.0,976.0,259.0,551.0,8
2018-08-05,3848.0,1074.0,993.0,763.0,451.0,1318.0,991.0,250.5,559.75,8
2018-08-06,3968.0,1032.0,967.0,764.0,429.0,1304.0,1083.0,269.0,523.0,8
2018-08-07,3922.0,1018.0,959.0,681.0,465.0,1321.0,956.0,241.0,511.0,8
2018-08-08,3927.0,1083.0,1031.0,735.0,467.0,1294.0,1025.0,275.0,530.0,8
2018-08-09,3942.0,1109.0,1009.0,762.0,456.0,1277.0,994.0,291.0,593.0,8
2018-08-10,4043.0,1051.0,1050.0,764.0,471.0,1316.0,918.0,272.0,583.0,8
2018-08-11,3658.0,1043.0,1012.0,773.0,473.0,1273.0,1017.0,272.0,591.0,8
2018-08-12,4082.0,1051.0,1007.0,764.0,456.0,1298.0,986.0,269.625,537.0,8
2018-08-13,4148.0,1010.0,954.0,710.0,446.0,1396.0,1147.0,260.0,492.0,8
2018-08-14,4289.0,1080.0,1006.0,760.0,475.0,1238.0,1033.0,285.0,551.0,8
2018-08-15,4239.0,1153.0,886.0,771.0,464.0,1319.0,1011.0,271.0,540.0,8
2018-08-16,3723.0,1020.0,1032.0,705.0,411.0,1304.0,998.0,259.0,538.0,8
2018-08-17,4125.0,1081.0,990.0,776.0,480.0,1275.0,1042.0,270.0,536.0,8
2018-08-18,3898.0,1006.0,1024.0,725.0,488.0,1288.0,1000.0,287.0,521.0,8
2018-08-19,4195.0,1068.0,910.0,737.25,496.0,1057.0,1017.0,291.0,538.0,8
2018-08-20,3790.0,1025.0,1028.0,800.0,480.0,1326.0,1028.0,273.0,502.0,8
2018-08-21,3026.0,881.0,966.0,760.0,458.0,1312.0,1084.0,254.0,528.0,8
2018-08-22,2506.0,1068.5,967.0,717.0,418.0,1209.0,1033.0,268.0,531.0,8
2018-08-23,2522.0,1049.75,1007.0,738.0,427.0,1247.0,1042.0,258.0,507.0,8
2018-08-24,2519.0,1024.25,992.0,717.0,443.0,1223.0,1044.0,265.0,543.0,8
2018-08-25,3605.5,847.0,956.0,747.0,414.0,1186.0,1026.0,275.0,552.0,8
2018-08-26,2646.0,876.0,935.0,703.0,448.0,1221.0,1056.0,272.0,549.0,8
2018-08-27,2887.0,973.0,921.0,776.0,461.0,1289.0,1057.0,266.0,535.0,8
2018-08-28,2966.0,995.0,989.0,766.0,449.0,1303.0,1070.0,278.0,516.0,8
2018-08-29,3222.0,1002.0,1000.0,759.0,442.0,1284.0,1044.0,284.0,533.0,8
2018-08-30,3331.0,1055.0,947.0,768.0,451.0,1288.0,1107.0,290.0,529.0,8
2018-08-31,3849.0,997.0,935.0,694.0,406.0,1274.0,950.0,217.0,517.0,8
2018-09-01,3363.0,975.0,975.0,718.0,453.0,1307.0,1049.0,252.0,517.0,9
2018-09-02,3571.0,1038.0,953.0,719.0,438.0,1345.0,1103.0,249.0,546.0,9
2018-09-03,3541.0,1012.0,886.0,651.0,430.0,1288.0,1001.0,290.0,535.0,9
2018-09-04,3895.0,1061.0,991.0,736.0,455.0,1306.0,1076.0,257.0,531.0,9
2018-09-05,3925.0,1036.0,1013.0,710.0,477.0,1289.0,1120.0,280.0,540.0,9
2018-09-06,3941.0,1015.0,989.0,784.0,449.0,1337.0,1040.0,263.0,483.0,9
2018-09-07,3854.0,968.0,961.0,745.0,472.0,1258.0,1036.0,258.0,513.0,9
2018-09-08,3503.0,1028.0,989.0,759.0,456.0,1226.0,1045.0,255.0,551.0,9
2018-09-09,4022.0,1074.0,927.0,741.0,477.0,1369.0,967.0,278.0,528.0,9
2018-09-10,3998.0,931.0,1057.0,794.0,465.0,1357.0,1047.0,260.0,527.0,9
2018-09-11,3959.0,1056.0,1004.0,799.0,447.0,1351.0,1104.0,282.0,504.0,9
2018-09-12,3853.0,996.0,973.0,761.0,417.0,1293.0,1080.0,270.0,535.0,9
2018-09-13,3981.0,1045.0,914.0,720.0,397.0,1280.0,1036.0,241.0,519.0,9
2018-09-14,3851.0,1038.0,980.0,765.0,439.0,1333.0,1074.0,263.0,512.0,9
2018-09-15,3388.0,994.0,912.0,738.0,419.0,1187.0,1052.0,225.0,617.0,9
2018-09-16,4087.0,982.0,1012.0,778.0,476.0,1300.0,1091.0,293.0,638.0,9
2018-09-17,4098.0,1054.0,1000.0,780.0,474.0,1341.0,1127.0,291.0,555.0,9
2018-09-18,4143.0,1129.0,1033.0,794.0,482.0,1339.0,1131.0,272.0,554.0,9
2018-09-19,4096.0,1034.0,924.0,742.0,477.0,1369.0,1223.0,299.0,572.0,9
2018-09-20,4221.0,1093.0,967.0,781.0,492.0,1302.0,1184.0,255.0,659.0,9
2018-09-21,4089.0,1074.0,949.0,725.0,461.0,1061.0,1110.0,262.25,634.0,9
2018-09-22,3348.0,889.0,967.0,724.0,457.0,1111.0,935.0,238.0,559.0,9
2018-09-23,4024.0,1107.0,875.0,771.0,472.0,1260.0,1101.0,266.0,557.0,9
2018-09-24,4044.0,1078.0,1045.0,769.0,467.0,1353.0,1159.0,258.0,656.0,9
2018-09-25,4064.0,1104.0,1038.0,780.0,435.0,1370.0,1112.0,277.0,632.0,9
2018-09-26,4023.0,1130.0,939.0,749.0,417.0,1315.0,1044.0,268.0,658.0,9
2018-09-27,3937.0,1090.0,1022.0,749.0,432.0,1355.0,1147.0,280.0,600.0,9
2018-09-28,3887.0,1017.0,876.0,737.0,430.0,1274.0,1144.0,259.0,630.0,9
2018-09-29,3699.0,1068.0,958.0,738.0,454.0,1298.0,1148.0,284.0,621.0,9
2018-09-30,4101.0,904.0,978.0,770.0,466.0,1335.0,1186.0,273.0,650.0,9
2018-10-01,4136.0,1090.0,1004.0,752.0,465.0,1353.0,1151.0,280.0,650.0,10
2018-10-02,4092.0,1070.0,918.0,781.0,473.0,1339.0,1122.0,267.0,595.0,10
2018-10-03,3713.0,1109.0,991.0,772.0,462.0,1372.0,1097.0,267.0,649.0,10
2018-10-04,4013.0,1042.0,1021.0,771.0,458.0,1358.0,1130.0,290.0,635.0,10
2018-10-05,4063.0,1070.0,979.0,753.0,455.0,1346.0,1161.0,269.0,644.0,10
2018-10-06,3517.0,977.0,998.0,744.0,436.0,1262.0,1065.0,271.0,601.0,10
2018-10-07,3990.0,1151.0,1016.0,777.0,428.0,1325.0,1170.0,257.0,624.0,10
2018-10-08,4045.0,1126.0,1015.0,751.0,442.0,1324.0,1144.0,273.0,622.0,10
2018-10-09,4015.0,1055.0,972.0,757.0,446.0,1328.0,1137.0,270.0,595.0,10
2018-10-10,3902.0,960.0,885.0,746.0,434.0,1276.0,1154.0,210.0,618.0,10
2018-10-11,3577.0,966.0,891.0,670.0,377.0,1060.0,1064.0,224.0,596.0,10
2018-10-12,3414.0,958.0,880.75,684.75,364.0,1068.0,1028.5,213.0,475.0,10
2018-10-13,2801.0,840.0,892.0,680.5,398.75,1139.75,986.0,214.0,470.0,10
2018-10-14,3321.0,937.0,933.75,717.0,420.0,1220.5,1064.0,214.0,538.0,10
2018-10-15,3423.0,982.0,809.0,668.5,395.0,1073.0,922.0,211.0,545.0,10
2018-10-16,3643.0,1040.0,870.0,684.25,402.75,1152.0,916.0,220.0,542.0,10
2018-10-17,3604.0,1025.0,878.0,692.75,403.5,1121.0,910.0,218.0,541.0,10
2018-10-18,3696.0,1013.0,839.0,681.5,387.75,1100.0,908.0,212.0,543.0,10
2018-10-19,3735.0,1004.0,850.0,663.4375,388.5,1133.0,923.0,211.0,548.0,10
2018-10-20,3147.0,834.0,841.0,639.0,390.4375,1073.0,900.0,193.0,487.0,10
2018-10-21,3679.0,980.0,898.0,673.0,363.0,1201.0,1008.0,239.0,554.0,10
2018-10-22,3785.0,972.0,833.25,619.875,367.0,1107.25,967.5,222.25,554.0,10
2018-10-23,3835.0,1041.0,815.0,614.3125,367.0,1128.5,953.5,220.0,566.0,10
2018-10-24,3795.0,1005.0,812.5,657.1875,380.625,1100.25,964.25,210.75,547.0,10
2018-10-25,3785.0,1020.0,811.25,637.875,357.6875,1044.0,930.0,223.0,555.0,10
2018-10-26,3639.0,985.0,810.4375,624.796875,359.125,987.0,886.0,208.0,542.0,10
2018-10-27,2938.0,920.0,771.0,601.0,368.671875,926.0,831.0,196.0,510.0,10
2018-10-28,3611.0,1055.0,835.4375,644.25,372.0,1021.0,892.0,195.0,540.0,10
2018-10-29,3248.0,1018.0,686.0,519.0,303.0,924.0,850.0,189.0,538.0,10
2018-10-30,3235.0,981.0,688.0,563.0,325.0,964.0,865.0,187.0,536.0,10
2018-10-31,3379.0,1018.0,732.0,607.0,342.0,986.0,893.0,195.0,548.0,10
2018-11-01,3534.0,888.0,770.0,609.59375,339.0,1018.0,918.0,207.0,562.0,11
2018-11-02,3654.0,957.0,765.359375,600.0,356.0,1019.0,860.25,217.0,555.0,11
2018-11-03,3028.0,903.0,797.0,583.75,352.0,988.0,900.0,204.0,501.0,11
2018-11-04,3656.0,987.0,785.109375,611.8125,366.0,1049.0,873.5,206.0,545.0,11
2018-11-05,3776.0,985.0,733.0625,541.0,328.0,985.5625,861.375,216.0,543.0,11
2018-11-06,3715.0,1002.0,730.0,574.828125,354.0,1000.375,896.0,203.0,535.0,11
2018-11-07,3719.0,1032.0,755.0,583.0,343.0,1018.0,900.0,220.0,517.0,11
2018-11-08,3499.0,940.0,745.0,559.0,327.0,997.0,857.0,211.0,538.0,11
2018-11-09,3394.0,976.0,692.0,551.0,328.0,979.0,835.0,205.0,506.0,11
2018-11-10,3291.0,1035.0,690.5,558.0,333.5,955.0,823.5,192.5,512.0,11
2018-11-11,3188.0,1094.0,689.0,565.0,339.0,931.0,812.0,180.0,518.0,11
2018-11-12,3132.0,919.0,705.0,563.0,321.0,984.0,837.0,202.0,506.0,11
2018-11-13,3247.0,966.0,687.0,570.0,320.0,960.0,840.0,206.0,508.0,11
2018-11-14,3351.0,1003.0,669.0,558.0,331.0,950.0,818.0,201.0,498.0,11
2018-11-15,3318.0,955.0,720.0,560.0,328.0,967.0,828.0,195.0,515.0,11
2018-11-16,3439.0,972.0,709.0,558.0,329.0,977.0,797.0,198.0,523.5,11
2018-11-17,2626.0,776.0,651.0,537.0,288.0,873.0,741.0,189.125,489.5,11
2018-11-18,3206.0,948.0,718.0,565.0,319.0,945.0,782.0,210.0,469.0,11
2018-11-19,3188.0,888.0,708.0,557.0,318.0,927.0,791.0,205.0,496.0,11
2018-11-20,3123.0,947.0,680.0,552.0,312.0,949.0,805.0,202.0,505.0,11
2018-11-21,3087.0,911.0,688.0,548.0,313.0,939.0,801.0,198.0,503.0,11
2018-11-22,2926.0,820.0,661.0,539.0,305.0,903.0,799.0,180.0,503.0,11
2018-11-23,3129.0,898.0,660.0,556.0,317.0,941.0,779.0,195.0,527.0,11
2018-11-24,2476.0,811.0,632.0,517.0,298.0,894.0,730.0,183.0,471.0,11
2018-11-25,3046.0,887.0,684.0,546.0,306.0,928.0,776.0,193.0,506.0,11
2018-11-26,3071.0,867.0,668.0,558.0,314.0,942.0,796.0,198.0,514.0,11
2018-11-27,3137.0,933.0,688.0,556.0,315.0,964.0,810.0,205.0,521.0,11
2018-11-28,3057.0,914.0,701.0,577.0,312.0,974.0,800.0,205.0,514.0,11
2018-11-29,3249.0,926.0,669.0,531.0,316.0,958.0,774.0,187.0,525.0,11
2018-11-30,3105.0,920.0,662.0,555.0,307.0,950.0,790.0,193.0,506.0,11
2018-12-01,2542.0,805.0,651.0,526.0,293.0,881.0,732.0,177.0,474.0,12
2018-12-02,2994.0,964.0,676.0,564.0,309.0,946.0,789.0,205.0,522.0,12
2018-12-03,3013.0,843.0,681.0,559.0,306.0,940.0,795.0,199.25,506.0,12
2018-12-04,3025.0,845.0,690.0,533.0,314.0,941.0,799.0,179.0,515.0,12
2018-12-05,3001.0,849.0,676.0,572.0,303.0,956.0,819.0,200.0,523.0,12
2018-12-06,2976.0,866.0,704.0,567.0,306.0,936.0,794.0,197.0,509.0,12
2018-12-07,3013.0,840.0,675.0,567.0,316.0,959.0,809.0,194.0,528.0,12
2018-12-08,2500.0,754.0,630.0,532.0,288.0,892.25,746.0,184.0,495.0,12
2018-12-09,2942.0,884.0,676.0,524.0,320.0,976.0,823.0,196.0,533.0,12
2018-12-10,2901.0,848.0,673.0,559.0,290.0,957.0,798.0,203.0,528.0,12
2018-12-11,2972.0,861.0,676.0,541.0,316.0,963.0,812.0,201.0,535.0,12
2018-12-12,3027.0,935.0,663.0,572.0,323.0,960.0,834.0,201.0,541.0,12
2018-12-13,2971.0,932.0,658.0,574.0,312.0,976.0,831.0,192.0,531.0,12
2018-12-14,2903.0,923.0,694.0,560.0,313.0,972.0,811.0,193.0,512.0,12
2018-12-15,2443.0,797.0,647.0,547.0,295.0,897.0,771.0,189.0,504.0,12
2018-12-16,2718.0,879.0,660.0,548.0,315.0,960.0,808.0,196.0,533.0,12
2018-12-17,2630.5,772.25,644.0,524.0,295.0,888.0,774.0,191.0,512.0,12
2018-12-18,2747.0,817.0,656.0,552.0,299.0,905.0,812.0,202.0,533.0,12
2018-12-19,2840.0,876.0,648.0,572.25,279.0,887.0,735.0,191.0,472.0,12
2018-12-20,2779.0,899.0,658.0,554.0,311.0,957.0,821.0,196.0,531.0,12
2018-12-21,2780.0,840.0,669.0,547.0,307.0,964.0,771.0,199.0,534.0,12
2018-12-22,2670.0,753.0,631.0,538.0,290.0,897.0,753.0,185.0,509.0,12
2018-12-23,2833.0,910.0,654.0,568.0,310.0,972.0,805.0,201.0,532.0,12
2018-12-24,2842.0,814.0,678.0,579.0,312.0,967.0,826.0,198.0,535.0,12
2018-12-25,2855.0,867.0,681.0,565.0,308.0,983.0,827.0,207.0,543.0,12
2018-12-26,2784.0,825.0,683.0,571.0,317.0,983.0,821.0,199.0,546.0,12
2018-12-27,2878.0,941.0,663.0,572.0,312.0,993.0,830.0,197.0,549.0,12
2018-12-28,2820.0,811.0,669.0,580.0,309.0,992.0,811.0,197.0,546.0,12
2018-12-29,2431.25,775.0,633.0,537.0,293.0,924.0,761.0,187.0,524.0,12
2018-12-30,2778.5,725.0,629.0,563.0,296.0,940.0,751.0,188.0,519.0,12
2018-12-31,2773.375,823.3125,679.5,507.0,307.25,969.75,697.0,199.5,468.0,12
2019-01-01,2802.25,824.0,648.0,553.0,292.0,951.0,773.0,185.0,525.0,1
2019-01-02,2642.0,847.0,668.0,574.0,308.0,965.0,799.0,194.0,538.0,1
2019-01-03,2735.0,896.0,677.5,582.0,309.0,986.0,827.0,206.0,537.0,1
2019-01-04,2750.0,819.0,686.0,587.0,310.0,992.0,794.0,203.0,537.0,1
2019-01-05,2444.3125,725.25,626.0,546.0,300.0,933.0,778.0,194.0,525.0,1
2019-01-06,2746.0,798.0,684.0,590.0,320.0,1010.0,825.0,207.0,543.0,1
2019-01-07,2812.0,816.0,694.0,599.0,311.0,999.0,861.0,203.0,559.0,1
2019-01-08,2808.0,891.0,669.0,599.0,308.0,994.0,849.0,195.0,543.5,1
2019-01-09,2825.0,894.0,694.0,629.0,311.0,993.0,864.0,202.0,541.0,1
2019-01-10,2733.0,875.0,677.0,621.0,299.0,1018.0,888.0,188.0,550.0,1
2019-01-11,2828.0,892.0,699.0,633.0,306.0,1015.0,856.0,201.0,551.0,1
2019-01-12,2426.890625,721.0625,659.0,620.0,306.0,932.0,808.0,191.0,510.0,1
2019-01-13,2817.0,835.0,705.0,651.0,315.0,1017.0,861.0,209.0,557.0,1
2019-01-14,2809.0,891.0,702.0,657.0,311.0,1025.0,892.0,206.0,556.0,1
2019-01-15,2799.0,931.0,697.0,652.0,311.0,1010.0,877.0,201.0,555.0,1
2019-01-16,2919.0,833.0,708.0,655.0,299.0,1026.0,890.0,206.0,559.0,1
2019-01-17,2905.0,855.0,712.0,647.0,309.0,1024.0,864.0,200.0,562.0,1
2019-01-18,2807.0,845.0,665.0,667.0,310.0,1015.0,894.0,205.0,569.0,1
2019-01-19,2430.80078125,736.578125,682.0,662.0,299.0,950.0,855.0,199.0,532.0,1
2019-01-20,2871.0,807.0,688.0,661.0,327.0,1022.0,901.0,203.0,584.0,1
2019-01-21,2918.0,893.0,697.0,670.0,314.0,1010.0,943.0,205.0,573.0,1
2019-01-22,2969.0,878.0,695.0,673.0,320.0,1013.0,956.0,198.25,551.0,1
2019-01-23,2821.0,836.0,717.0,696.0,306.0,1003.0,924.0,215.0,564.0,1
2019-01-24,3021.0,932.0,719.0,681.0,320.0,1020.0,945.0,197.0,586.0,1
2019-01-25,2977.0,845.0,668.0,676.0,310.0,1002.0,952.0,208.0,581.0,1
2019-01-26,2457.0,702.0,699.0,701.0,301.0,921.0,875.0,203.0,578.0,1
2019-01-27,2897.0,896.0,716.0,709.0,319.0,1008.0,895.0,204.75,607.0,1
2019-01-28,3031.0,930.0,715.0,705.0,314.0,997.0,972.0,202.75,609.0,1
2019-01-29,2974.0,888.0,701.0,698.0,316.0,1040.0,985.0,197.0,599.0,1
2019-01-30,2979.0,912.0,703.0,720.0,307.0,977.0,1000.0,204.0,576.0,1
2019-01-31,2931.0,932.0,681.0,704.0,319.0,1022.0,950.0,208.0,599.0,1
2019-02-01,2928.0,886.0,742.0,710.0,318.0,1004.0,968.0,202.25,605.0,2
2019-02-02,2491.4501953125,798.0,701.0,689.0,306.0,949.0,916.0,205.0,589.0,2
2019-02-03,2916.0,925.0,722.0,707.0,313.0,1011.0,967.0,203.0,613.0,2
2019-02-04,2972.0,854.0,707.0,667.0,322.0,1007.0,971.0,201.0,634.0,2
2019-02-05,2931.0,919.0,733.0,716.0,321.0,1025.0,1003.0,200.0,637.0,2
2019-02-06,2913.0,857.0,699.0,729.0,322.0,1035.0,999.0,197.0,572.0,2
2019-02-07,3030.0,921.0,738.0,721.0,334.0,1046.0,988.0,192.0,629.0,2
2019-02-08,2948.0,898.0,742.0,718.0,331.0,1022.0,958.0,198.0,615.0,2
2019-02-09,2498.0,848.0,717.0,668.0,313.0,966.0,895.5,184.0,520.0,2
2019-02-10,2954.0,896.0,736.0,701.0,325.0,1014.0,908.0,204.0,545.0,2
2019-02-11,2904.0,893.0,704.0,729.0,326.0,1027.0,927.0,199.0,582.0,2
2019-02-12,2918.0,883.0,731.0,703.0,327.0,1025.0,941.0,209.0,578.0,2
2019-02-13,2913.0,883.0,743.0,741.0,325.0,1017.0,959.0,201.0,594.0,2
2019-02-14,3051.0,940.0,737.0,729.0,328.0,1019.0,988.0,198.0,624.0,2
2019-02-15,3052.0,918.0,735.0,710.0,305.0,1030.0,956.0,198.0,605.0,2
2019-02-16,2580.0,824.0,696.0,688.0,301.0,960.0,894.0,188.0,553.0,2
2019-02-17,2950.0,916.0,713.0,680.0,326.0,1010.0,931.0,203.0,595.0,2
2019-02-18,2840.0,876.0,712.0,697.0,307.0,1043.0,962.0,200.0,604.0,2
2019-02-19,2953.0,961.0,671.0,718.0,311.0,1012.0,969.0,198.0,618.0,2
2019-02-20,3043.0,923.0,710.0,708.0,311.0,1043.0,984.0,202.0,607.0,2
2019-02-21,3001.0,975.0,754.0,710.0,319.0,1043.0,981.0,204.0,614.0,2
2019-02-22,2413.0,795.0,726.0,690.0,315.0,978.0,944.0,195.0,578.0,2
2019-02-23,2598.0,831.0,734.0,686.0,302.0,989.0,897.0,202.0,554.0,2
2019-02-24,3217.0,945.0,708.0,731.0,324.0,1004.0,988.0,198.25,595.0,2
2019-02-25,3175.0,1016.0,718.75,710.0,324.0,1088.0,1007.0,217.0,621.0,2
2019-02-26,2948.0,775.0,687.0,707.0,314.0,968.0,988.0,201.75,608.0,2
2019-02-27,2888.0,856.0,635.0,653.0,310.0,1050.75,943.0,203.75,627.0,2
2019-02-28,3209.5,888.0,783.25,721.0,335.0,1055.25,727.0,208.75,524.0,2
2019-03-01,2619.0,896.0,602.0,572.0,314.0,926.0,800.0,156.0,555.0,3
2019-03-02,2307.0,814.0,595.0,578.0,284.0,900.0,784.0,183.0,563.0,3
2019-03-03,2790.0,881.0,666.0,655.0,313.0,976.0,876.0,185.0,621.0,3
2019-03-04,2918.0,874.0,692.0,635.0,311.0,984.0,882.0,200.0,606.0,3
2019-03-05,2914.0,915.0,693.0,657.0,322.0,1001.0,871.0,199.0,591.0,3
2019-03-06,2978.0,832.0,665.0,578.0,313.0,1001.0,883.0,197.0,603.0,3
2019-03-07,3058.0,939.0,717.0,660.0,320.0,1000.0,901.0,203.0,615.0,3
2019-03-08,2989.0,908.0,715.0,661.0,314.0,1024.0,904.0,211.0,614.0,3
2019-03-09,2507.0,858.0,693.0,653.0,301.0,944.0,878.0,188.0,598.0,3
2019-03-10,2998.0,895.0,717.0,669.0,332.0,1016.0,944.0,201.0,620.0,3
2019-03-11,3202.0,924.0,767.0,707.0,304.0,1063.0,974.0,216.0,616.0,3
2019-03-12,3447.0,994.0,805.0,717.0,343.0,1133.0,1021.0,201.0,633.0,3
2019-03-13,3572.0,1070.0,891.0,712.0,340.0,1142.0,1038.0,215.0,646.0,3
2019-03-14,3728.0,1105.0,925.0,785.0,373.0,1159.0,1066.0,230.0,644.0,3
2019-03-15,3656.0,1078.0,884.0,791.0,376.0,1205.0,1038.0,246.0,634.0,3
2019-03-16,3122.0,939.0,871.0,750.0,368.0,1091.0,1016.0,241.0,619.0,3
2019-03-17,3645.0,1098.0,917.0,806.0,393.0,1200.0,1142.0,241.0,646.0,3
2019-03-18,3740.0,1010.0,958.0,827.0,366.0,1176.0,1133.0,230.0,631.0,3
2019-03-19,3637.0,1043.0,834.0,812.0,348.0,1081.0,1095.0,219.0,658.0,3
2019-03-20,3452.0,1086.0,856.0,784.0,350.0,1128.0,1112.0,233.0,643.0,3
2019-03-21,3671.0,1137.0,777.0,815.0,355.0,1136.0,1105.0,164.0,647.0,3
2019-03-22,3680.0,1036.0,967.0,806.0,369.0,1140.0,1119.0,229.0,648.0,3
2019-03-23,3376.0,952.0,953.0,791.0,304.0,1092.25,1106.0,228.0,637.0,3
2019-03-24,3782.0,1145.0,962.0,800.0,354.0,1180.0,1125.0,233.0,640.0,3
2019-03-25,3670.0,1097.0,909.0,807.0,356.0,1143.0,1133.0,199.0,617.0,3
2019-03-26,3774.0,1146.0,899.0,836.0,375.0,1161.0,1145.0,255.0,655.0,3
2019-03-27,3026.0,839.0,749.0,602.0,301.0,963.0,685.0,195.0,532.0,3
2019-03-28,3548.0,1070.0,844.0,787.0,321.0,1106.0,1095.0,237.0,663.0,3
2019-03-29,3708.0,1066.0,902.0,762.0,372.0,1174.0,1156.0,249.0,668.0,3
2019-03-30,3375.0,1020.0,925.0,838.0,373.0,1187.0,921.0,239.0,536.0,3
2019-03-31,3816.0,1145.0,945.0,790.0,423.0,1161.0,1116.0,242.0,627.0,3
2019-04-01,3484.75,1040.5,919.5,780.5,377.0,705.0,850.0,126.0,606.5,4
2019-04-02,3347.0,1009.0,739.0,558.0,328.0,1087.0,886.0,248.0,513.0,4
2019-04-03,2717.0,1002.0,706.25,663.75,339.0,930.0,777.0,254.0,531.0,4
2019-04-04,3234.0,940.0,704.0,670.0,349.0,1072.0,960.0,242.0,564.0,4
2019-04-05,3753.0,1032.0,902.0,670.0,351.0,1210.0,1067.0,255.0,584.0,4
2019-04-06,3279.0,1029.0,877.0,731.0,363.0,1147.0,1028.0,254.0,594.0,4
2019-04-07,3668.0,1112.0,913.0,575.0,395.0,1003.0,603.0,269.0,617.5,4
2019-04-08,3419.0,1012.0,830.0,720.0,361.0,965.0,1020.0,253.0,549.0,4
2019-04-09,2976.0,929.0,713.0,626.0,309.0,1180.0,952.0,221.0,588.0,4
2019-04-10,2364.0,695.0,882.5625,761.6875,268.0,1129.75,667.0,251.5,584.25,4
2019-04-11,3243.0,1031.0,763.0,665.0,333.0,1113.0,918.0,237.0,570.0,4
2019-04-12,3488.0,1059.0,936.0,769.0,416.0,809.0,1027.0,253.0,630.0,4
2019-04-13,3281.0,1050.0,900.0,804.0,402.0,1202.0,1089.0,262.0,621.0,4
2019-04-14,2934.0,1106.0,421.0,626.0,438.0,1177.0,709.0,269.5,565.0,4
2019-04-15,3110.0,1043.0,981.0,768.0,425.0,1185.0,1000.0,255.0,629.0,4
2019-04-16,3985.0,1103.0,1020.0,778.0,314.0,1339.0,1120.0,276.0,643.0,4
2019-04-17,4108.0,1096.0,1054.0,883.0,437.0,1314.0,1071.0,286.0,636.0,4
2019-04-18,3913.0,1149.0,1052.0,812.0,352.0,1270.0,1092.0,271.0,501.0,4
2019-04-19,4057.0,1170.0,1029.0,755.0,418.0,1309.0,1105.0,267.0,596.0,4
2019-04-20,3689.0,1047.0,1029.0,868.0,430.0,1254.0,988.0,262.0,637.0,4
2019-04-21,4013.0,1100.0,999.0,826.0,310.0,1313.0,1168.0,268.0,638.0,4
2019-04-22,3605.0,1044.0,1017.0,858.0,413.0,1052.0,858.0,277.0,641.0,4
2019-04-23,3565.0,1101.0,992.0,804.0,382.0,1229.0,1171.0,258.0,665.0,4
2019-04-24,4133.0,1176.0,1021.0,898.0,428.0,1312.0,1172.0,271.0,638.0,4
2019-04-25,4260.0,1174.0,1059.0,900.0,460.0,1338.0,1227.0,231.0,654.0,4
2019-04-26,4318.0,1154.0,1090.0,904.0,472.0,1386.0,1190.0,275.0,672.0,4
2019-04-27,3699.0,1151.0,1056.0,841.0,463.0,1076.0,1179.0,283.0,679.0,4
2019-04-28,4395.0,1188.0,923.0,904.0,451.0,1231.0,1233.0,299.0,693.0,4
2019-04-29,4457.0,1178.0,974.0,797.0,308.0,1352.0,1260.0,280.0,649.0,4
2019-04-30,4537.0,1087.0,1030.0,906.0,443.0,1373.0,1260.0,277.0,642.0,4
2019-05-01,4395.0,1234.0,1075.0,895.0,410.0,1319.0,1233.0,262.0,571.0,5
2019-05-02,3636.0,974.0,1083.0,919.0,359.0,1315.0,1252.0,292.0,682.0,5
2019-05-03,4381.0,1170.0,1095.0,908.0,407.0,1316.0,1235.0,305.0,641.0,5
2019-05-04,3021.0,954.0,817.0,783.0,293.0,1197.25,566.0,270.0,615.0,5
2019-05-05,3049.0,1062.0,1036.0,796.75,419.5,1368.75,1178.75,298.0,646.5,5
2019-05-06,3974.0,1186.0,935.0,714.0,419.0,1257.0,1063.0,258.0,617.0,5
2019-05-07,4171.0,1179.0,1043.0,870.0,460.0,1344.0,1156.0,285.0,663.0,5
